Id,Rarity Score,Rank,Attribute Count,Punk Type,Full Type,Hair,Eyes,Facial Hair,Blemishes,Neck Accessory,Mouth Prop,Mouth,Nose,Ears
322,168.22,990,3,Female,Female-Mid,Pink With Hat,Clown Eyes Green,,,,,Black Lipstick,,
323,71.92,8704,1,Male,Male-Dark,Mohawk Dark,,,,,,,,
324,123.55,3049,3,Female,Female-Albino,Blonde Bob,,,,,,Hot Lipstick,,Earring
325,127.15,2719,3,Male,Male-Dark,Police Cap,Small Shades,Mustache,,,,,,
326,114.32,3862,3,Female,Female-Dark,Wild White Hair,,,,,,Hot Lipstick,,Earring
327,83.68,7240,1,Male,Male-Albino,Crazy Hair,,,,,,,,
328,57.89,9836,2,Male,Male-Light,Bandana,Horned Rim Glasses,,,,,,,
329,64.99,9208,2,Female,Female-Mid,Bandana,Eye Patch,,,,,,,
330,68.47,8999,2,Male,Male-Mid,Knitted Cap,Clown Eyes Green,,,,,,,
331,112.6,3978,3,Female,Female-Albino,Tassle Hat,,,,,,Purple Lipstick,,Earring
332,59.13,9776,2,Male,Male-Dark,Stringy Hair,Horned Rim Glasses,,,,,,,
333,143.67,1711,3,Female,Female-Light,Straight Hair Blonde,Purple Eye Shadow,,,,,Purple Lipstick,,
334,110.71,4162,2,Male,Male-Dark,Wild Hair,,Big Beard,,,,,,
335,115.76,3751,1,Male,Male-Mid,Clown Hair Green,,,,,,,,
336,154.98,1318,3,Male,Male-Mid,Top Hat,Nerd Glasses,Normal Beard,,,,,,
337,70.82,8819,1,Male,Male-Mid,Frumpy Hair,,,,,,,,
338,66.61,9099,2,Male,Male-Light,Messy Hair,Small Shades,,,,,,,
339,174.45,881,5,Female,Female-Albino,Cap,Big Shades,,Mole,,,Black Lipstick,,Earring
340,169.65,955,4,Male,Male-Mid,Headband,3D Glasses,Muttonchops,,,Medical Mask,,,
341,49.75,9961,2,Female,Female-Light,Messy Hair,,,,,,,,Earring
342,62.49,9462,2,Female,Female-Light,Bandana,Regular Shades,,,,,,,
343,87.69,6776,2,Male,Male-Light,Police Cap,,Shadow Beard,,,,,,
344,275.88,215,1,Male,Male-Dark,Beanie,,,,,,,,
345,83.97,7206,2,Female,Female-Mid,Tassle Hat,,,,,,,,Earring
346,108.8,4405,1,Male,Male-Mid,Purple Hair,,,,,,,,
347,60.98,9628,2,Male,Male-Mid,Knitted Cap,Horned Rim Glasses,,,,,,,
348,138.38,2010,3,Female,Female-Light,Messy Hair,Nerd Glasses,,Rosy Cheeks,,,,,
349,83.77,7229,3,Male,Male-Dark,Mohawk Dark,,Front Beard Dark,,,,,,Earring
350,73.87,8546,1,Female,Female-Mid,Stringy Hair,,,,,,,,
351,127.77,2667,3,Male,Male-Light,Purple Hair,,Goat,Mole,,,,,
352,125.63,2834,2,Female,Female-Mid,Straight Hair,Green Eye Shadow,,,,,,,
353,80.41,7598,2,Female,Female-Light,Bandana,Green Eye Shadow,,,,,,,
354,90.77,6485,2,Male,Male-Albino,Police Cap,,,,,Cigarette,,,
355,225.46,413,4,Female,Female-Albino,Wild White Hair,Green Eye Shadow,,,Gold Chain,,Black Lipstick,,
356,69.78,8896,1,Male,Male-Light,Stringy Hair,,,,,,,,
357,84.54,7127,2,Female,Female-Dark,Tassle Hat,,,,,,,,Earring
358,100.38,5363,3,Male,Male-Light,Mohawk,Small Shades,Luxurious Beard,,,,,,
359,75.11,8422,2,Female,Female-Albino,Messy Hair,,,,,,Hot Lipstick,,
360,74.82,8457,2,Male,Male-Mid,Bandana,,Normal Beard Black,,,,,,
361,71.5,8742,1,Male,Male-Mid,Mohawk Dark,,,,,,,,
362,102.44,5170,3,Male,Male-Mid,Peak Spike,Eye Mask,Shadow Beard,,,,,,
363,134.55,2216,3,Male,Male-Albino,Cowboy Hat,Nerd Glasses,Shadow Beard,,,,,,
364,103.98,4982,2,Male,Male-Albino,Hoodie,,Normal Beard Black,,,,,,
365,87,6835,2,Male,Male-Light,Do-rag,,Normal Beard,,,,,,
366,77.38,8065,3,Male,Male-Mid,Mohawk,Eye Mask,,,,,,,Earring
367,116.18,3710,1,Male,Male-Dark,Clown Hair Green,,,,,,,,
368,61.6,9568,2,Female,Female-Mid,Frumpy Hair,,,,,,Purple Lipstick,,
369,110.3,4213,3,Male,Male-Light,Fedora,,Luxurious Beard,,,,,,Earring
370,168.76,971,4,Male,Male-Dark,Peak Spike,Small Shades,,Rosy Cheeks,,Cigarette,,,
371,74.9,8450,1,Female,Female-Mid,Frumpy Hair,,,,,,,,
372,913.85,37,1,Ape,Ape,Cap Forward,,,,,,,,
373,48.76,9967,2,Male,Male-Dark,Headband,,,,,,,,Earring
374,69.9,8888,2,Female,Female-Dark,Bandana,Clown Eyes Blue,,,,,,,
375,81.99,7420,2,Female,Female-Light,Wild Hair,Green Eye Shadow,,,,,,,
376,108.23,4463,2,Female,Female-Light,Half Shaved,Nerd Glasses,,,,,,,
377,175.44,854,5,Male,Male-Albino,Headband,Regular Shades,Normal Beard,,,Cigarette,,,Earring
378,50.98,9952,2,Female,Female-Dark,Frumpy Hair,,,,,,,,Earring
379,64.02,9291,3,Female,Female-Light,Mohawk Thin,,,,,,Purple Lipstick,,Earring
380,64.66,9230,3,Female,Female-Light,Wild Hair,,,,,,Black Lipstick,,Earring
381,63.06,9399,2,Female,Female-Light,Knitted Cap,,,,,,Purple Lipstick,,
382,219.65,466,2,Female,Female-Light,Pilot Helmet,,,,,Cigarette,,,
383,128.85,2590,2,Female,Female-Mid,Straight Hair Blonde,Green Eye Shadow,,,,,,,
384,76.55,8220,3,Female,Female-Mid,Bandana,Classic Shades,,,,,Purple Lipstick,,
385,254.72,278,2,Female,Female-Mid,Wild Hair,,,,Choker,,,,
386,57.04,9866,2,Male,Male-Mid,Do-rag,,,,,,,,Earring
387,148.22,1521,3,Male,Male-Mid,Cap Forward,,,,Gold Chain,Pipe,,,
388,130.43,2454,3,Female,Female-Mid,Straight Hair Blonde,Clown Eyes Blue,,,,,Hot Lipstick,,
389,131.32,2395,2,Male,Male-Light,Do-rag,,,Rosy Cheeks,,,,,
390,74.23,8508,1,Female,Female-Light,Messy Hair,,,,,,,,
391,140.92,1872,3,Female,Female-Dark,Wild Blonde,Eye Mask,,,,,Black Lipstick,,
392,81.52,7481,1,Male,Male-Mid,Shaved Head,,,,,,,,
393,96.51,5758,3,Male,Male-Light,Cap Forward,VR,,,,Cigarette,,,
394,133.27,2288,2,Female,Female-Light,Pink With Hat,,,,,,,,Earring
395,95.19,5930,3,Male,Male-Light,Cap Forward,,Normal Beard,,,,,,Earring
396,121.72,3226,1,Female,Female-Mid,Straight Hair Blonde,,,,,,,,
397,118.61,3477,1,Male,Male-Mid,Cowboy Hat,,,,,,,,
398,69.4,8926,1,Male,Male-Dark,Bandana,,,,,,,,
399,105.9,4775,2,Male,Male-Dark,Purple Hair,Small Shades,,,,,,,
400,142.04,1794,3,Female,Female-Mid,Blonde Bob,Purple Eye Shadow,,,,,Purple Lipstick,,
401,113.12,3941,3,Male,Male-Dark,Frumpy Hair,,Big Beard,,,,,,Earring
402,80.99,7531,2,Male,Male-Dark,Mohawk Thin,,Front Beard Dark,,,,,,
403,106.33,4711,2,Male,Male-Dark,Clown Hair Green,Classic Shades,,,,,,,
404,244,313,3,Female,Female-Light,Orange Side,,,,Silver Chain,Cigarette,,,
405,74.01,8528,1,Female,Female-Mid,Messy Hair,,,,,,,,
406,74.94,8443,2,Male,Male-Dark,Hoodie,Nerd Glasses,,,,,,,
407,110.79,4153,3,Female,Female-Light,Wild Blonde,,,,,,Purple Lipstick,,Earring
408,87.98,6748,1,Male,Male-Dark,Cap Forward,,,,,,,,
409,64,9293,2,Female,Female-Light,Knitted Cap,,,,,,Black Lipstick,,
410,76.08,8290,2,Male,Male-Albino,Headband,Eye Patch,,,,,,,
411,85.41,7016,3,Female,Female-Light,Wild Hair,Clown Eyes Blue,,,,,Black Lipstick,,
412,112.44,3991,3,Male,Male-Albino,Purple Hair,Classic Shades,,,,,,,Earring
413,133.79,2260,1,Female,Female-Albino,Straight Hair,,,,,,,,
414,127.54,2687,3,Male,Male-Light,Top Hat,,Shadow Beard,,,,,,Earring
415,149.76,1464,4,Male,Male-Light,Police Cap,Small Shades,,Mole,,,Frown,,
416,109.28,4336,3,Male,Male-Dark,Hoodie,,,,,Cigarette,Smile,,
417,120.4,3357,1,Female,Female-Dark,Straight Hair Dark,,,,,,,,
418,148.98,1488,3,Female,Female-Dark,Wild White Hair,,,,,Vape,Black Lipstick,,
419,48.58,9968,2,Female,Female-Mid,Bandana,,,,,,,,Earring
420,59.2,9771,2,Male,Male-Albino,Crazy Hair,,,,,,,,Earring
421,78.43,7876,2,Male,Male-Mid,Wild Hair,,Front Beard,,,,,,
422,145.48,1635,4,Female,Female-Light,Dark Hair,Purple Eye Shadow,,,,,Purple Lipstick,,Earring
423,78.22,7918,2,Male,Male-Dark,Shaved Head,Clown Eyes Blue,,,,,,,
424,118.22,3514,3,Male,Male-Albino,Hoodie,Regular Shades,Muttonchops,,,,,,
425,77.78,8000,3,Female,Female-Dark,Messy Hair,Horned Rim Glasses,,,,,Black Lipstick,,
426,70.54,8841,2,Male,Male-Dark,Peak Spike,Big Shades,,,,,,,
427,74.58,8477,1,Female,Female-Dark,Messy Hair,,,,,,,,
428,129.11,2570,1,Female,Female-Dark,,Purple Eye Shadow,,,,,,,
429,110.91,4137,2,Male,Male-Mid,Police Cap,,,,,,Smile,,
430,105.39,4840,3,Female,Female-Dark,Dark Hair,,,,,,Purple Lipstick,,Earring
431,66.39,9114,2,Female,Female-Dark,Headband,Horned Rim Glasses,,,,,,,
432,54.06,9911,3,Male,Male-Mid,Messy Hair,,,,,Cigarette,,,Earring
433,99.76,5425,4,Male,Male-Mid,Mohawk Thin,Regular Shades,Normal Beard,,,,,,Earring
434,86.52,6887,2,Male,Male-Albino,Frumpy Hair,Eye Mask,,,,,,,
435,75.11,8423,2,Male,Male-Mid,Mohawk Thin,,Muttonchops,,,,,,
436,144.78,1663,1,Male,Male-Mid,,,,,,Medical Mask,,,
437,100.59,5342,3,Male,Male-Light,Crazy Hair,Eye Patch,Front Beard Dark,,,,,,
438,75.58,8362,1,Female,Female-Mid,Mohawk Dark,,,,,,,,
439,62.31,9480,2,Male,Male-Mid,Knitted Cap,,Shadow Beard,,,,,,
440,118,3533,2,Female,Female-Dark,Blonde Short,,,,,,Black Lipstick,,
441,60.46,9676,2,Male,Male-Dark,Stringy Hair,,Shadow Beard,,,,,,
442,126.47,2770,2,Male,Male-Light,Cowboy Hat,,Front Beard,,,,,,
443,122.28,3169,1,Female,Female-Dark,Wild Blonde,,,,,,,,
444,74.35,8502,3,Male,Male-Dark,Do-rag,,Shadow Beard,,,,,,Earring
445,262.04,257,4,Female,Female-Dark,Pilot Helmet,,,,,Pipe,Purple Lipstick,,Earring
446,118.04,3529,3,Female,Female-Mid,Straight Hair Blonde,Nerd Glasses,,,,Cigarette,,,
447,58.71,9794,2,Male,Male-Mid,Stringy Hair,Big Shades,,,,,,,
448,81.51,7483,1,Male,Male-Light,Shaved Head,,,,,,,,
449,113.81,3888,3,Female,Female-Mid,Straight Hair,,,,,Cigarette,Purple Lipstick,,
450,107.25,4600,3,Male,Male-Mid,Fedora,Small Shades,,,,Cigarette,,,
451,81.94,7426,1,Male,Male-Dark,Do-rag,,,,,,,,
452,83.39,7268,1,Male,Male-Albino,Knitted Cap,,,,,,,,
453,176.32,836,2,Male,Male-Mid,Cap,,,,,,Buck Teeth,,
454,132.4,2325,3,Male,Male-Dark,Messy Hair,,Chinstrap,,,Medical Mask,,,
455,168.76,972,3,Male,Male-Dark,Top Hat,VR,Luxurious Beard,,,,,,
456,145.1,1651,4,Male,Male-Mid,Mohawk Thin,Nerd Glasses,,Spots,,,,,Earring
457,110.58,4183,3,Male,Male-Light,Knitted Cap,3D Glasses,Chinstrap,,,,,,
458,85.09,7045,3,Male,Male-Dark,Cap,,Normal Beard Black,,,,,,Earring
459,97.87,5603,1,Male,Male-Dark,Police Cap,,,,,,,,
460,348.28,70,5,Female,Female-Light,Mohawk Dark,Classic Shades,,,Choker,,Black Lipstick,,Earring
461,85.93,6951,2,Male,Male-Dark,Knitted Cap,,,,,,Smile,,
462,122.75,3128,3,Male,Male-Dark,Cap Forward,Regular Shades,,,,,,Clown Nose,
463,77.32,8074,2,Male,Male-Mid,Bandana,,,,,Vape,,,
464,61.95,9522,2,Female,Female-Dark,Mohawk Dark,,,,,,Hot Lipstick,,
465,121.74,3224,3,Male,Male-Light,Hoodie,3D Glasses,,,,Pipe,,,
466,107,4633,2,Female,Female-Mid,Blonde Bob,,,,,,Purple Lipstick,,
467,133.44,2280,3,Male,Male-Light,Purple Hair,Classic Shades,Front Beard,,,,,,
468,81.61,7474,1,Male,Male-Dark,Peak Spike,,,,,,,,
469,75.11,8424,1,Female,Female-Light,Frumpy Hair,,,,,,,,
470,75.24,8395,3,Male,Male-Dark,Knitted Cap,Big Shades,,Mole,,,,,
471,70.85,8816,2,Female,Female-Dark,Stringy Hair,Clown Eyes Green,,,,,,,
472,92.79,6229,3,Male,Male-Dark,Wild Hair,Regular Shades,Mustache,,,,,,
473,127.19,2715,2,Female,Female-Light,Straight Hair Dark,Green Eye Shadow,,,,,,,
474,141.2,1851,2,Female,Female-Dark,Pigtails,,,,,Cigarette,,,
475,91.72,6365,1,Female,Female-Albino,Crazy Hair,,,,,,,,
476,124.62,2936,4,Male,Male-Mid,Mohawk,Nerd Glasses,Muttonchops,,,Pipe,,,
477,62.29,9483,2,Female,Female-Mid,Mohawk Dark,,,,,,Purple Lipstick,,
478,63.59,9329,2,Male,Male-Dark,Peak Spike,,,,,Cigarette,,,
479,105.39,4841,2,Female,Female-Light,Dark Hair,Regular Shades,,,,,,,
480,144,1699,3,Male,Male-Mid,Top Hat,,Chinstrap,,,,,,Earring
481,62.57,9454,2,Female,Female-Light,Wild Hair,Nerd Glasses,,,,,,,
482,94.47,6024,2,Female,Female-Light,Tassle Hat,,,,,,Hot Lipstick,,
483,75.74,8341,2,Male,Male-Light,Stringy Hair,,Mustache,,,,,,
484,60.19,9696,2,Male,Male-Dark,Knitted Cap,Nerd Glasses,,,,,,,
485,151.95,1403,4,Male,Male-Mid,Headband,3D Glasses,Big Beard,,,,,,Earring
486,107.52,4566,2,Female,Female-Mid,Straight Hair Blonde,,,,,,Hot Lipstick,,
487,72.76,8645,1,Male,Male-Dark,Crazy Hair,,,,,,,,
488,109.66,4288,3,Female,Female-Mid,Half Shaved,,,Mole,,,,,Earring
489,72.1,8692,2,Male,Male-Dark,Do-rag,Classic Shades,,,,,,,
490,134.39,2227,2,Female,Female-Light,Pigtails,,,,,,,,Earring
491,140.78,1881,3,Female,Female-Light,Half Shaved,Blue Eye Shadow,,,,,Hot Lipstick,,
492,88.55,6703,3,Male,Male-Light,Shaved Head,Classic Shades,Shadow Beard,,,,,,
493,108.99,4380,2,Female,Female-Dark,Wild Blonde,,,,,,Purple Lipstick,,
494,79.48,7702,2,Male,Male-Light,Stringy Hair,,Front Beard Dark,,,,,,
495,86.22,6924,2,Male,Male-Dark,Crazy Hair,,,,,,Smile,,
496,113.41,3918,4,Male,Male-Mid,Cap,Small Shades,Normal Beard Black,,,,,,Earring
497,87.14,6818,2,Male,Male-Light,Peak Spike,,Mustache,,,,,,
498,105.53,4820,2,Female,Female-Light,Blonde Short,,,,,,,,Earring
499,217.05,475,3,Female,Female-Light,Straight Hair Blonde,Welding Goggles,,,,Cigarette,,,
500,118.5,3488,1,Female,Female-Mid,Straight Hair,,,,,,,,
501,212.98,505,2,Female,Female-Mid,Pilot Helmet,,,,,,,,Earring
502,80.45,7594,3,Male,Male-Light,Headband,,Normal Beard,,,,,,Earring
503,81.19,7508,2,Male,Male-Light,Mohawk Dark,,Front Beard Dark,,,,,,
504,227.82,389,3,Female,Female-Dark,Pilot Helmet,,,,,,Black Lipstick,,Earring
505,78.31,7897,2,Male,Male-Mid,Headband,,Normal Beard,,,,,,
506,58.85,9788,2,Male,Male-Mid,Messy Hair,Big Shades,,,,,,,
507,101.77,5235,2,Female,Female-Mid,Dark Hair,,,,,,Hot Lipstick,,
508,47.58,9975,2,Male,Male-Mid,Knitted Cap,,,,,,,,Earring
509,64.42,9250,2,Female,Female-Dark,Wild Hair,Regular Shades,,,,,,,
510,1308.81,17,0,Male,Male-Mid,,,,,,,,,
511,56.19,9889,2,Male,Male-Mid,Bandana,,,Mole,,,,,
512,69.2,8944,2,Male,Male-Dark,Hoodie,,,,,Cigarette,,,
513,72.05,8700,1,Male,Male-Light,Knitted Cap,,,,,,,,
514,138.15,2026,3,Female,Female-Albino,Straight Hair,Eye Patch,,,,,Hot Lipstick,,
515,88.32,6723,2,Male,Male-Albino,Mohawk Dark,,Normal Beard,,,,,,
516,155.93,1286,3,Male,Male-Mid,Cowboy Hat,3D Glasses,Normal Beard,,,,,,
517,104.82,4906,3,Male,Male-Mid,Messy Hair,,Goat,,,Pipe,,,
518,73.37,8582,3,Male,Male-Mid,Mohawk,VR,,,,,,,Earring
519,70.8,8824,1,Male,Male-Light,Frumpy Hair,,,,,,,,
520,111.89,4037,3,Male,Male-Light,Hoodie,Regular Shades,Handlebars,,,,,,
521,135.59,2159,1,Female,Female-Albino,Blonde Bob,,,,,,,,
522,108.23,4464,2,Female,Female-Light,Blonde Bob,Nerd Glasses,,,,,,,
523,83.24,7288,2,Male,Male-Mid,Stringy Hair,,,,,,Smile,,
524,113.46,3913,2,Male,Male-Dark,Purple Hair,,Muttonchops,,,,,,
525,175.68,849,4,Female,Female-Mid,Straight Hair Dark,,,,Silver Chain,,Hot Lipstick,,Earring
526,114.76,3830,2,Male,Male-Albino,Vampire Hair,,,Mole,,,,,
527,123.58,3045,3,Female,Female-Light,Straight Hair Blonde,Regular Shades,,,,,Hot Lipstick,,
528,75.16,8417,1,Female,Female-Light,Mohawk,,,,,,,,
529,76.9,8156,1,Female,Female-Mid,Headband,,,,,,,,
530,120.3,3364,1,Female,Female-Mid,Blonde Bob,,,,,,,,
531,48,9972,2,Male,Male-Dark,Knitted Cap,,,,,,,,Earring
532,76.15,8283,1,Female,Female-Dark,Mohawk Dark,,,,,,,,
533,133.51,2276,2,Male,Male-Light,Peak Spike,,,Spots,,,,,
534,159.57,1191,2,Female,Female-Dark,Pigtails,VR,,,,,,,
535,91.86,6352,3,Male,Male-Mid,Knitted Cap,,Mustache,Mole,,,,,
536,108.26,4457,3,Male,Male-Dark,Hoodie,Horned Rim Glasses,Normal Beard,,,,,,
537,144.8,1662,2,Female,Female-Dark,Pink With Hat,,,,,,Purple Lipstick,,
538,95.71,5866,3,Female,Female-Mid,Knitted Cap,Green Eye Shadow,,,,,Hot Lipstick,,
539,115.79,3746,3,Male,Male-Albino,Mohawk Dark,VR,Mustache,,,,,,
540,61.11,9617,2,Male,Male-Light,Mohawk,,Shadow Beard,,,,,,
541,93.97,6084,3,Male,Male-Light,Messy Hair,Nerd Glasses,Front Beard Dark,,,,,,
542,151.52,1413,4,Male,Male-Mid,Stringy Hair,Regular Shades,Goat,,,Medical Mask,,,
543,77.9,7971,3,Male,Male-Mid,Stringy Hair,,Mustache,,,,,,Earring
544,72.35,8676,1,Male,Male-Mid,Crazy Hair,,,,,,,,
545,74.93,8445,2,Female,Female-Dark,Messy Hair,VR,,,,,,,
546,105.89,4776,3,Male,Male-Mid,Headband,Small Shades,,,,,Frown,,
547,51.66,9946,2,Female,Female-Mid,Knitted Cap,,,,,,,,Earring
548,63.11,9390,2,Female,Female-Dark,Frumpy Hair,,,,,,Black Lipstick,,
549,132.6,2317,1,Male,Male-Albino,,3D Glasses,,,,,,,
550,110.67,4164,2,Male,Male-Mid,Top Hat,,,,,,,,Earring
551,56.71,9877,2,Male,Male-Mid,Peak Spike,,,,,,,,Earring
552,116.38,3685,3,Male,Male-Mid,Do-rag,VR,Front Beard,,,,,,
553,80.41,7599,2,Female,Female-Dark,Wild Hair,3D Glasses,,,,,,,
554,61.91,9532,2,Female,Female-Dark,Wild Hair,,,,,,Purple Lipstick,,
555,62.36,9471,3,Male,Male-Dark,Mohawk,Horned Rim Glasses,,,,,,,Earring
556,60.6,9664,2,Male,Male-Dark,Messy Hair,,Shadow Beard,,,,,,
557,101.93,5220,3,Male,Male-Dark,Crazy Hair,Small Shades,Normal Beard Black,,,,,,
558,58.36,9813,2,Male,Male-Albino,Mohawk Dark,,,,,,,,Earring
559,74.95,8441,1,Female,Female-Mid,Mohawk Thin,,,,,,,,
560,107.94,4508,2,Female,Female-Mid,Blonde Bob,,,,,,Black Lipstick,,
561,140.35,1898,2,Male,Male-Mid,Top Hat,3D Glasses,,,,,,,
562,157.48,1241,3,Male,Male-Mid,Cap,Eye Mask,,Rosy Cheeks,,,,,
563,157.72,1235,4,Female,Female-Light,Straight Hair Dark,VR,,,,Pipe,,,Earring
564,111.02,4118,2,Male,Male-Dark,Mohawk,,Big Beard,,,,,,
565,106.31,4721,1,Male,Male-Mid,,,Shadow Beard,,,,,,
566,74.64,8471,1,Female,Female-Mid,Wild Hair,,,,,,,,
567,69.75,8897,2,Male,Male-Dark,Bandana,VR,,,,,,,
568,92.89,6216,2,Male,Male-Albino,Peak Spike,VR,,,,,,,
569,63.78,9320,2,Female,Female-Mid,Knitted Cap,,,,,,Black Lipstick,,
570,100.87,5314,3,Male,Male-Albino,Cap,,Muttonchops,,,Cigarette,,,
571,145.58,1628,2,Female,Female-Light,Pigtails,,,,,,Purple Lipstick,,
572,78.22,7919,2,Male,Male-Dark,Do-rag,Clown Eyes Blue,,,,,,,
573,140,1917,3,Female,Female-Mid,Wild White Hair,VR,,Mole,,,,,
574,74.11,8520,2,Male,Male-Light,Bandana,,Goat,,,,,,
575,62.76,9431,2,Female,Female-Light,Frumpy Hair,,,,,,Black Lipstick,,
576,111.39,4085,2,Female,Female-Albino,Tassle Hat,,,,,,Black Lipstick,,
577,129.01,2575,2,Male,Male-Mid,Cap,,,Spots,,,,,
578,111.66,4058,2,Male,Male-Mid,Fedora,,Front Beard Dark,,,,,,
579,97.8,5610,2,Female,Female-Dark,Straight Hair Blonde,,,,,,,,Earring
580,105.43,4833,2,Female,Female-Dark,Tassle Hat,Clown Eyes Green,,,,,,,
581,113.92,3884,3,Female,Female-Mid,Blonde Short,,,,,Cigarette,,,Earring
582,77.1,8113,1,Male,Male-Dark,Cap,,,,,,,,
583,71.67,8731,2,Male,Male-Light,Do-rag,Classic Shades,,,,,,,
584,106.67,4668,2,Female,Female-Dark,Red Mohawk,,,,,,Hot Lipstick,,
585,133.62,2267,2,Female,Female-Dark,Pink With Hat,,,,,,,,Earring
586,83.26,7287,2,Female,Female-Light,Wild Hair,Purple Eye Shadow,,,,,,,
587,57.03,9868,2,Male,Male-Light,Do-rag,,,,,,,,Earring
588,182.18,761,5,Female,Female-Dark,Tassle Hat,Big Shades,,,,Cigarette,Black Lipstick,,Earring
589,84.16,7184,4,Female,Female-Mid,Mohawk,Regular Shades,,,,,Hot Lipstick,,Earring
590,110.56,4186,2,Female,Female-Dark,Straight Hair Dark,Classic Shades,,,,,,,
591,109.97,4247,3,Male,Male-Light,Shaved Head,Small Shades,Goat,,,,,,
592,109.75,4275,3,Male,Male-Dark,Purple Hair,Eye Patch,,,,Cigarette,,,
593,223.96,424,3,Female,Female-Mid,Tiara,Nerd Glasses,,,,,,,Earring
594,63.97,9295,2,Male,Male-Light,Knitted Cap,Eye Patch,,,,,,,
595,65.17,9193,2,Male,Male-Dark,Headband,Eye Patch,,,,,,,
596,151.17,1424,3,Female,Female-Mid,Blonde Bob,,,,,Medical Mask,,,Earring
597,124.38,2959,2,Female,Female-Dark,Messy Hair,,,Rosy Cheeks,,,,,
598,151.65,1410,3,Female,Female-Albino,Wild White Hair,Purple Eye Shadow,,,,,,,Earring
599,61.12,9615,2,Male,Male-Mid,Mohawk Thin,,Shadow Beard,,,,,,
600,63.35,9359,2,Female,Female-Light,Crazy Hair,,,,,,Purple Lipstick,,
601,86.7,6866,3,Female,Female-Dark,Mohawk Dark,Clown Eyes Blue,,,,,Black Lipstick,,
602,62.45,9467,2,Female,Female-Light,Crazy Hair,,,,,,Hot Lipstick,,
603,133.26,2289,3,Female,Female-Albino,Wild Blonde,,,,,Cigarette,Black Lipstick,,
604,61.35,9591,2,Female,Female-Mid,Wild Hair,,,,,,Purple Lipstick,,
605,196.25,636,5,Male,Male-Mid,Clown Hair Green,Small Shades,,Mole,,Cigarette,,,Earring
606,85.55,6999,3,Female,Female-Light,Mohawk Dark,Clown Eyes Green,,,,,Purple Lipstick,,
607,68.35,9008,3,Male,Male-Mid,Stringy Hair,Clown Eyes Green,,,,,,,Earring
608,74.98,8437,2,Male,Male-Light,Stringy Hair,3D Glasses,,,,,,,
609,87.72,6772,2,Male,Male-Light,Do-rag,,Luxurious Beard,,,,,,
610,78.64,7843,3,Male,Male-Mid,Cap Forward,Big Shades,,,,,,,Earring
611,80.76,7554,1,Female,Female-Mid,Cap,,,,,,,,
612,100.08,5395,3,Male,Male-Albino,Mohawk Dark,VR,Shadow Beard,,,,,,
613,77.5,8039,2,Male,Male-Light,Frumpy Hair,,Chinstrap,,,,,,
614,92.19,6308,1,Female,Female-Albino,Headband,,,,,,,,
615,67.25,9066,2,Male,Male-Mid,Wild Hair,Small Shades,,,,,,,
616,124.52,2943,3,Female,Female-Light,Straight Hair Blonde,Classic Shades,,,,,Hot Lipstick,,
617,116.03,3727,3,Male,Male-Dark,Hoodie,Small Shades,Normal Beard,,,,,,
618,71.62,8736,2,Female,Female-Dark,Wild Hair,Clown Eyes Green,,,,,,,
619,104.8,4910,4,Male,Male-Mid,Frumpy Hair,Eye Patch,Front Beard,,,,,,Earring
620,107.42,4580,2,Female,Female-Mid,Straight Hair,Horned Rim Glasses,,,,,,,
621,206.67,557,5,Male,Male-Mid,Peak Spike,Eye Patch,Normal Beard,,,,Smile,,Earring
622,134.09,2245,4,Male,Male-Dark,Frumpy Hair,Horned Rim Glasses,Big Beard,,,,,,Earring
623,168.49,977,4,Male,Male-Mid,Fedora,Horned Rim Glasses,Normal Beard,,,,Smile,,
624,63.84,9310,3,Male,Male-Dark,Crazy Hair,Big Shades,,,,,,,Earring
625,108.21,4466,4,Male,Male-Mid,Stringy Hair,Eye Patch,Normal Beard Black,,,Cigarette,,,
626,94.13,6069,2,Male,Male-Mid,Cowboy Hat,,,,,,,,Earring
627,98.14,5575,1,Male,Male-Albino,Hoodie,,,,,,,,
628,118.46,3495,4,Female,Female-Albino,Stringy Hair,Purple Eye Shadow,,,,,Purple Lipstick,,Earring
629,105.27,4855,1,Male,Male-Mid,,Regular Shades,,,,,,,
630,80.13,7632,2,Male,Male-Mid,Mohawk Thin,,Handlebars,,,,,,
631,74.44,8491,3,Female,Female-Mid,Headband,Big Shades,,,,Cigarette,,,
632,77.47,8047,2,Male,Male-Mid,Peak Spike,Clown Eyes Blue,,,,,,,
633,152.41,1385,4,Male,Male-Mid,Cap,Regular Shades,,Spots,,,,,Earring
634,59.73,9741,2,Male,Male-Light,Frumpy Hair,Big Shades,,,,,,,
635,2273.37,9,2,Alien,Alien,Bandana,Regular Shades,,,,,,,
636,94.35,6038,3,Male,Male-Mid,Mohawk,Classic Shades,Chinstrap,,,,,,
637,107.48,4572,2,Female,Female-Mid,Straight Hair Dark,,,,,,Black Lipstick,,
638,214.33,497,4,Male,Male-Mid,Top Hat,VR,Chinstrap,,,,Smile,,
639,85.71,6981,3,Male,Male-Dark,Peak Spike,,Shadow Beard,Mole,,,,,
640,75.16,8418,2,Male,Male-Light,Knitted Cap,,,,,Pipe,,,
641,1313.11,14,0,Female,Female-Light,,,,,,,,,
642,144.24,1689,2,Female,Female-Mid,Pink With Hat,,,,,,Purple Lipstick,,
