Id,Rarity Score,Rank,Background,Body,Shield,Weapon,Mouth,Eyes,Backpack,Headpiece
8034,134.92,741,Solid-Blue,Original-Cheese,SNES-controller,Rupee-Green,Doinker-happy,Crying,wingsBlue,Unicorn
8035,321.9,94,Solid-Yellow,Original-Cheese,Soda-can,Nemo,Happy-open,Wizard,Germany,Agent-black
8036,134.69,743,Solid-Pink,Original-Cheese,Soda-can,Spatula,Doinker,Dilated,Australia,Straw-hat
8037,215.11,314,Solid-Pink,Cheese-on-a-Stick,Heart,Torch,Smirk,Robin,Malaysia,Police-hat
8038,196.86,381,Solid-Green,Original-Cheese,SNES-controller,Gun-red,Mustache,Crying,Fork,Flower
8039,348.37,74,Solid-Yellow,Original-Cheese,Card-diamonds,Torch,Pipe,Sunglasses,Kid-bored,Sombrero
8040,264.76,179,Gradient3,Strong-Cheese,Apple-green,Sword-kid,Open-mouth,Crying,wingsPink,Headband
8041,145.76,662,Solid-Green,Strong-Cheese,Apple-red,Middle-finger,Closed-mouth,Shut-1,,Straw-hat
8042,64.47,1093,Solid-Green,Original-Cheese,Soft-drink,Rupee-Green,Happy-open,Not-Super-Clever,,
8043,100.58,994,Solid-Green,Original-Cheese,,Axe,Doinker-happy,Looking-Up-Left,,Police-hat
8044,144.96,669,Solid-Pink,Original-Cheese,SNES-controller,Sword-kid,Closed-mouth,Shut-3,El-Salvador,Irish
8045,154.22,603,Solid-Blue,Original-Cheese,Soft-drink,,Surgical-mask,Regular,,Horns
8046,105.29,964,Solid-Pink,Strong-Cheese,Shield-tower,Axe,Doinker-sad,Shut-3,,Straw-hat
8047,156.2,593,Solid-Green,Original-Cheese,Baseball,Baseball-bat,Mustache,Regular,New-Zealand,Flower
8048,331,85,Solid-Yellow,Pickled-Cheese,Card-diamonds,,Smirk,Robin,Turkey,Halo-silver
8049,104.23,977,Solid-Yellow,Original-Cheese,Drink-orange,Pitchfork,Doinker,Not-Super-Clever,Denmark,Sombrero
8050,330.47,87,Solid-Yellow,Original-Cheese,Baseball,Nemo,Pacifier-green,Crossed-1,Jetpack-Orange,Straw-hat
8051,266.39,175,Solid-Yellow,Original-Cheese,Drink-orange,Rupee-Blue,Not-amused,Neanderthal,Sweden,Cowboy
8052,185.23,432,Solid-Pink,Original-Cheese,Heart,Gun-red,Doinker-happy,Disapproval-Left,Jetpack-Blue,Sombrero
8053,219.55,298,Solid-Yellow,Original-Cheese,Drink-blue,Magic-mushroom,Smile,Tall,Kid-bored,Horns
8054,128.44,792,Solid-Yellow,Original-Cheese,Card-diamonds,Pitchfork,Doinker-happy,Regular,Puerto-Rico,Headband
8055,95.26,1019,Solid-Pink,Cheese-on-a-Stick,Heart,,Closed-mouth,Happy,Australia,
8056,118.12,874,Solid-Blue,Original-Cheese,Bow,Rupee-Green,Doinker-sad,Regular,,Messy-hair
8057,366.72,63,Gradient5,Blue-Cheese,Teddy,Rupee-Blue,Smile,Deal-with-it,wingsBlue,
8058,138.21,717,Solid-Pink,Original-Cheese,Heart,,Open-mouth,Not-Super-Clever,European-Union,Sombrero
8059,206.48,341,Solid-Yellow,Blue-Cheese,,Ice-cream,Closed-mouth,Looking-Down-Right,Malaysia,Messy-hair
8060,1227.9,4,Solid-Green,Original-Cheese,Shield-Vechain,Nemo,Doinker-sad,Tall,Germany,Cowboy
8061,138.27,716,Solid-Blue,Strong-Cheese,SNES-controller,,Smile,Happy,Argentina,Straw-hat
8062,169.06,515,Solid-Green,Strong-Cheese,,Gun-bubbles,Doinker-happy,Regular,,Halo-silver
8063,128.21,795,Solid-Green,Original-Cheese,Soda-can,Rupee-Green,Sad-mouth,Regular,Germany,Sombrero
8064,145.49,664,Solid-Yellow,Cheese-on-a-Stick,Apple-green,Pitchfork,Closed-mouth,Round-glasses,,Oriental-hat
8065,145.97,659,Solid-Blue,Original-Cheese,Drink-orange,Torch,Smile,Happy,Japan,Pink-punk
8066,128.17,796,Solid-Pink,Original-Cheese,Drink-orange,Rupee-Blue,Doinker-sad,Round-glasses,,Agent-black
8067,254.03,201,Solid-Pink,Original-Cheese,Heart,Pitchfork,Mustache,Regular,Jetpack-Green,Cap-propeller
8068,270.75,168,Solid-Pink,Original-Cheese,Drink-blue,Baseball-bat,Smile,Looking-Up-Right,South-Africa,Cap-reversed
8069,128.41,794,Solid-Yellow,Original-Cheese,Fries,Axe,Sad-mouth,Not-Super-Clever,Australia,Halo-silver
8070,126.72,806,Solid-Pink,Original-Cheese,Baseball,Torch,Doinker-sad,Great-thinker,,
8071,169.21,513,Solid-Yellow,Original-Cheese,Apple-green,Nemo,Smile,Great-thinker,Turkey,
8072,141.64,688,Solid-Pink,Original-Cheese,Fries,Axe,Doinker,Shut-1,China,Flower
8073,258.88,188,Gradient1,Original-Cheese,Heart,Spatula,Smirk,Crying,European-Union,Stovepipe
8074,160.88,562,Solid-Green,Cheese-on-a-Stick,Soda-can,Middle-finger,Doinker-sad,Regular,South-Africa,Messy-hair
8075,236.35,236,Gradient1,Original-Cheese,Soda-can,Magic-mushroom,Smirk,Not-Super-Clever,Brazil,Beret
8076,150.11,637,Solid-Yellow,Original-Cheese,Soda-can,Ice-cream,Doinker-happy,Regular,USA,Headband
8077,255.71,197,Solid-Pink,Shredded-Blue-Cheese,,Sword-kid,Doinker,Regular,wingsBlue,
8078,84.89,1063,Solid-Green,Original-Cheese,Heart,Baseball-bat,Doinker-sad,Regular,Jetpack-Orange,
8079,154.8,601,Solid-Blue,Original-Cheese,Soft-drink,Balloons,Doinker,Regular,Great-Britain,Unicorn
8080,105.19,965,Solid-Green,Original-Cheese,Baseball,Axe,Doinker-sad,Regular,Russia,
8081,228.91,261,Solid-Yellow,Strong-Cheese,Baseball,Baseball-bat,Smile,Round-glasses,Jetpack-Orange,Axe-in-skull
8082,564.85,17,Solid-Pink,Original-Cheese,Apple-worm,Sword-kid,Smile,Neanderthal,Jetpack-Blue,Chef
8083,333.32,84,Solid-Green,Original-Cheese,Teddy,Gun-green,Mustache,Round-glasses,,
8084,81.34,1072,Solid-Pink,Original-Cheese,Apple-green,Torch,Closed-mouth,Not-Super-Clever,wingsBlue,Joker
8085,180.49,447,Solid-Yellow,Original-Cheese,Fries,Nemo,Doinker,Looking-Down-Left,Norway,Side-cut
8086,104.59,973,Solid-Yellow,Strong-Cheese,Card-clubs,,Smile,Tall,Bomb-bag,Cowboy
8087,502.76,23,Solid-Yellow,Original-Cheese,Diamond,Pitchfork,Cigarette,Crying,Great-Britain,Crown
8088,127.42,801,Solid-Blue,Original-Cheese,,,Smirk,Not-Super-Clever,Netherlands,Horns
8089,269.08,170,Solid-Green,Original-Cheese,Card-clubs,Katana-wrong,Happy-open,Shut-1,Argentina,
8090,465.92,27,Solid-Blue,Original-Cheese,Card-hearts,Baseball-bat,Doinker-sad,Termination,,Headband
8091,148.93,640,Solid-Green,Original-Cheese,Drink-orange,Balloons,Smirk,Sunglasses,New-Zealand,Joker
8092,112.98,913,Solid-Green,Original-Cheese,Baseball,Gun-red,Happy-open,Happy,Italy,Sombrero
8093,113.52,911,Solid-Pink,Original-Cheese,Card-diamonds,Magic-mushroom,Closed-mouth,Looking-Up-Left,wingsBlue,Horns
8094,238.51,228,Solid-Yellow,Strong-Cheese,Card-clubs,Spatula,Sad-mouth,Neanderthal,wingsBlue,Irish
8095,174.34,480,Solid-Green,Strong-Cheese,Baseball,,Surgical-mask,Regular,Bomb-bag,Sombrero
8096,128.8,789,Solid-Pink,Original-Cheese,,Middle-finger,Doinker-happy,Not-Super-Clever,Turkey,Agent-black
8097,293.91,128,Solid-Green,Original-Cheese,Card-hearts,Nemo,Pacifier-green,Regular,China,Cowboy
8098,122.94,844,Solid-Green,Original-Cheese,Soda-can,Middle-finger,Happy-open,Looking-Down-Left,,Joker
8099,154.4,602,Solid-Green,Original-Cheese,Baseball,Baseball-bat,Happy-open,Crying,Belgium,Oriental-hat
8100,224.57,275,Solid-Pink,Original-Cheese,Teddy,Magic-mushroom,Open-mouth,Not-Super-Clever,New-Zealand,Flower
8101,102.79,983,Solid-Blue,Strong-Cheese,Heart,Spatula,Doinker-sad,Shut-2,,Headband
8102,137.17,725,Solid-Green,Strong-Cheese,Apple-green,Torch,Doinker,Not-Super-Clever,Great-Britain,Straw-hat
8103,190.23,405,Solid-Blue,Strong-Cheese,Soda-can,Rupee-Blue,Closed-mouth,Eye-patch,Jetpack-Orange,
8104,93.18,1029,Solid-Yellow,Original-Cheese,Soft-drink,Axe,Open-mouth,Tall,,
8105,194.72,390,Solid-Blue,Original-Cheese,Heart,Rupee-Red,Closed-mouth,Crossed-2,,Police-hat
8106,227.75,266,Solid-Pink,Blue-Cheese,Diploma,Magic-mushroom,Closed-mouth,Crying,USA,Headband
9001,126.15,811,Solid-Green,Cheese-on-a-Stick,Card-clubs,Torch,Doinker-happy,Shut-2,wingsPink,Irish
9002,186.61,424,Solid-Green,Blue-Cheese,,Rupee-Red,Not-amused,Regular,Singapore,Irish
9003,133.34,754,Solid-Yellow,Original-Cheese,Heart,,Smirk,Robin,,Irish
9004,399.75,46,Solid-Pink,Original-Cheese,Drink-blue,,Bubble-gum,Not-Super-Clever,New-Zealand,Sombrero
9005,106.79,956,Solid-Pink,Original-Cheese,Heart,Torch,Doinker-sad,Happy,wingsBlue,Agent-black
9006,188.91,409,Solid-Blue,Original-Cheese,Card-diamonds,,Doinker-sad,Looking-Down-Right,Netherlands,Police-hat
9007,154.96,600,Solid-Green,Original-Cheese,Card-hearts,Axe,Happy-open,Happy,El-Salvador,Unicorn
9008,113.22,912,Solid-Pink,Strong-Cheese,Shield-tower,Middle-finger,Smirk,Not-Super-Clever,Jetpack-Orange,
9009,195.72,383,Solid-Green,Cheese-on-a-Stick,Bible,Torch,Doinker,Happy,Turkey,
9010,104.23,978,Solid-Yellow,Strong-Cheese,,Torch,Doinker-happy,Regular,USA,Side-cut
9011,236.5,235,Solid-Green,Original-Cheese,Soda-can,Magic-mushroom,Pacifier-pink,Shut-3,China,Cap-reversed
9012,155.44,597,Solid-Green,Original-Cheese,Shield-tower,Baseball-bat,Doinker-sad,Looking-Up-Right,El-Salvador,Side-cut
9013,141.47,690,Solid-Pink,Original-Cheese,Soft-drink,Middle-finger,Closed-mouth,Happy,Brazil,Headband
9014,180.39,448,Gradient5,Blue-Cheese,Heart,,Sad-mouth,Shut-1,Canada,
9015,114.73,901,Solid-Yellow,Original-Cheese,,Gun-red,Closed-mouth,Regular,Malaysia,Joker
9016,156.25,592,Solid-Pink,Original-Cheese,Soft-drink,Ice-cream,Doinker-sad,Sunglasses,wingsBlue,Cowboy
9017,220.08,294,Solid-Yellow,Strong-Cheese,Shield-tower,Spatula,Closed-mouth,Out-cold,Puerto-Rico,Agent-brown
9018,392.73,47,Solid-Blue,Blue-Cheese,Diamond,Coin,Doinker,Tall,,Chef
9019,118.91,870,Solid-Blue,Original-Cheese,Baseball,,Doinker,Happy,Norway,Horns
9020,184.57,436,Solid-Yellow,Original-Cheese,Apple-green,Ice-cream,Not-amused,Shut-3,wingsBlue,Stovepipe
9021,453.33,29,Solid-Green,Original-Cheese,,Baseball-bat,Doinker-happy,Happy,Meteor,Agent-black
9022,108.08,948,Solid-Green,Original-Cheese,Apple-green,Magic-mushroom,Doinker,Regular,Italy,Straw-hat
9023,90.85,1042,Solid-Blue,Strong-Cheese,Drink-orange,Torch,Smirk,Shut-3,,
9024,324.93,89,Solid-Pink,Original-Cheese,Soda-can,Donut,Doinker-happy,Eye-patch,Russia,Sombrero
9025,147.31,655,Solid-Green,Original-Cheese,,,Open-mouth,Disapproval-Left,,Cowboy
9026,150.12,636,Solid-Green,Original-Cheese,Card-hearts,Sword-kid,Mustache,Crying,,
9027,221.55,285,Solid-Pink,Original-Cheese,Shield-rainbow,Baseball-bat,Closed-mouth,Looking-Up-Left,wingsBlue,
9028,193.79,391,Gradient1,Strong-Cheese,Heart,Baseball-bat,Doinker-sad,Shut-1,wingsPink,Sombrero
9029,165.81,531,Solid-Pink,Original-Cheese,Baseball,Rupee-Blue,Smile,Dilated,Sweden,Police-hat
9030,267.7,173,Solid-Blue,Original-Cheese,Soft-drink,Sword-kid,Cigarette,Regular,Italy,Oriental-hat
9031,72.92,1086,Solid-Yellow,Original-Cheese,Apple-green,,Doinker,Shut-4,,
9032,314.75,106,Solid-Yellow,Original-Cheese,Card-hearts,Rupee-Green,Pacifier-green,Looking-Up-Right,Jetpack-Orange,Police-hat
9033,132.03,764,Solid-Blue,Strong-Cheese,,,Happy-open,Looking-Up-Left,Kid-amused,
9034,138.83,713,Solid-Pink,Original-Cheese,Apple-green,Torch,Sad-mouth,Regular,Canada,Police-hat
9035,176.72,469,Solid-Pink,Original-Cheese,,Gun-red,Open-mouth,Shut-1,Norway,Oriental-hat
9036,161.08,559,Solid-Pink,Strong-Cheese,Soda-can,,Smirk,Happy,Kid-amused,Unicorn
9037,166.37,527,Solid-Blue,Original-Cheese,Drink-orange,,Closed-mouth,Disapproval-Left,El-Salvador,Horns
9038,108.12,947,Solid-Pink,Original-Cheese,Apple-green,Rupee-Green,Closed-mouth,Regular,Japan,Joker
9039,112.88,915,Solid-Green,Original-Cheese,Soft-drink,Torch,Doinker,Looking-Up-Left,Bomb-bag,Headband
9040,179.45,456,Solid-Yellow,Blue-Cheese,Soft-drink,Magic-mushroom,Mustache,Happy,Bomb-bag,Cap
9041,56.34,1096,Solid-Green,Strong-Cheese,,Magic-mushroom,Closed-mouth,Not-Super-Clever,,
9042,144.92,671,Solid-Green,Cheese-on-a-Stick,,Sword-kid,Doinker-sad,Regular,USA,Agent-black
9043,153.5,612,Solid-Pink,Original-Cheese,Drink-blue,Magic-mushroom,Smile,Looking-Up-Left,Jetpack-Orange,Side-cut
9044,104.47,975,Solid-Pink,Original-Cheese,Soft-drink,Coin,Doinker-happy,Shut-1,Bomb-bag,
9045,100.53,995,Solid-Green,Original-Cheese,Soda-can,Baseball-bat,Closed-mouth,Regular,Denmark,Horns
9046,108.98,941,Solid-Yellow,Original-Cheese,Drink-orange,Torch,Happy-open,Shut-3,Turkey,
9047,369.49,60,Solid-Blue,Original-Cheese,Card-clubs,Gun-bubbles,Mutt,Happy,Jetpack-Blue,Cap-reversed
9048,361.52,65,Solid-Pink,Original-Cheese,Apple-green,Baseball-bat,Cigarette,Neanderthal,wingsPink,Headband
9049,126.32,809,Solid-Green,Original-Cheese,Drink-orange,Torch,Doinker,Shut-4,Belgium,Halo-silver
9050,109.49,937,Solid-Green,Original-Cheese,Card-clubs,Balloons,Doinker,Not-Super-Clever,Italy,Joker
9051,316.82,103,Solid-Green,Shredded-Blue-Cheese,,Balloons,Not-amused,Not-Super-Clever,wingsPink,Pink-punk
9052,118.65,873,Solid-Green,Original-Cheese,Soft-drink,Rupee-Green,Happy-open,Happy,Japan,Flower
9053,81.24,1073,Solid-Yellow,Original-Cheese,Baseball,,Doinker-happy,Shut-2,,Sombrero
9054,109.65,935,Solid-Yellow,Original-Cheese,Soda-can,,Doinker,Looking-Up-Left,USA,
9055,214.2,320,Solid-Pink,Original-Cheese,Heart,Nemo,Pipe,Regular,,
9056,158.82,575,Solid-Green,Original-Cheese,Soft-drink,Scythe,Not-amused,Regular,Norway,
9057,123.04,842,Solid-Blue,Strong-Cheese,Soft-drink,Axe,Sad-mouth,Not-Super-Clever,Belgium,Straw-hat
9058,95.47,1017,Solid-Green,Original-Cheese,Apple-green,Torch,Smile,Looking-Up-Right,,
9059,134.16,750,Solid-Yellow,Original-Cheese,Drink-orange,Rupee-Green,Closed-mouth,Not-Super-Clever,China,Unicorn
9060,141.13,693,Solid-Pink,Original-Cheese,Baseball,Baseball-bat,Smile,Regular,South-Africa,Halo-silver
9061,92.62,1036,Solid-Blue,Original-Cheese,,Rupee-Blue,Smile,Shut-1,,Messy-hair
9062,111.55,926,Solid-Blue,Cheese-on-a-Stick,,Middle-finger,Doinker-sad,Tall,,Joker
9063,231.98,252,Solid-Yellow,Blue-Cheese,Card-clubs,Balloons,Doinker-happy,Shut-2,Canada,Cap-propeller
9064,105.52,963,Solid-Yellow,Cheese-on-a-Stick,SNES-controller,Magic-mushroom,Smirk,Not-Super-Clever,,Horns
9065,107.38,954,Solid-Pink,Original-Cheese,Apple-green,Pitchfork,Doinker-sad,Shut-2,wingsBlue,Horns
9066,93.04,1032,Solid-Green,Original-Cheese,,Nemo,Happy-open,Shut-4,,Horns
9067,131.72,767,Solid-Yellow,Cheese-on-a-Stick,Heart,,Doinker-sad,Happy,Argentina,Sombrero
9068,187.13,418,Gradient1,Strong-Cheese,Heart,Magic-mushroom,Doinker-sad,Not-Super-Clever,Belgium,Headband
9069,163.5,542,Solid-Green,Original-Cheese,Apple-green,,Doinker-sad,Great-thinker,Italy,Joker
9070,152.57,618,Solid-Green,Original-Cheese,Heart,Rupee-Red,Closed-mouth,Regular,Japan,Messy-hair
9071,163.25,545,Solid-Pink,Original-Cheese,Apple-green,Spatula,Closed-mouth,Tall,Puerto-Rico,Cap
9072,87.97,1054,Solid-Green,Original-Cheese,Card-clubs,Axe,Doinker-sad,Not-Super-Clever,wingsBlue,Side-cut
9073,195.74,382,Solid-Yellow,Blue-Cheese,Diploma,,Closed-mouth,Not-Super-Clever,El-Salvador,Horns
9074,154.09,605,Solid-Blue,Original-Cheese,Card-clubs,Nemo,Closed-mouth,Tall,Germany,Police-hat
9075,153.23,614,Solid-Green,Original-Cheese,Card-clubs,Torch,Closed-mouth,Not-Super-Clever,Jetpack-Green,Oriental-hat
9076,424.66,37,Solid-Pink,Strong-Cheese,Apple-worm,Gun-red,Tongue,Sunglasses,Jetpack-Orange,Unicorn
9077,135.35,736,Solid-Green,Original-Cheese,Drink-orange,Torch,Smile,Shut-2,Jetpack-Blue,Irish
9078,145.94,661,Solid-Pink,Strong-Cheese,Fries,,Closed-mouth,Shut-1,wingsPink,Beret
9079,224.87,273,Solid-Green,Original-Cheese,Fries,Torch,Open-mouth,Crossed-1,Germany,Irish
9080,86.61,1057,Solid-Blue,Original-Cheese,Soda-can,Axe,Closed-mouth,Regular,Turkey,
9081,111.92,923,Solid-Yellow,Cheese-on-a-Stick,Card-clubs,Pitchfork,Open-mouth,Tall,,
9082,227.72,267,Solid-Green,Original-Cheese,Card-diamonds,Gun-bubbles,Smile,Regular,Germany,Messy-hair
9083,292.7,131,Solid-Green,Original-Cheese,Card-diamonds,Axe,Doinker-sad,Disapproval-Left,Singapore,Axe-in-skull
9084,173.42,486,Solid-Blue,Cheese-on-a-Stick,Drink-orange,Nemo,Pacifier-pink,Regular,New-Zealand,Side-cut
9085,198.38,371,Solid-Blue,Original-Cheese,Shield-tower,Magic-mushroom,Closed-mouth,Crossed-1,wingsBlue,Pink-punk
9086,178.55,460,Solid-Green,Original-Cheese,Apple-green,Balloons,Smirk,Regular,Kid-bored,Horns
9087,215.67,310,Gradient4,Original-Cheese,Shield-tower,Baseball-bat,Closed-mouth,Shut-3,Jetpack-Blue,Flower
9088,199.41,365,Solid-Blue,Original-Cheese,Baseball,Baseball-bat,Smile,Puppy-eyes,Netherlands,
